latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-19.165,142.027,398.1,1.0,1.0,2020-01-02,420,Aqua,MODIS,100,6.0NRT,323.3,218.3,D
-19.156,142.025,357.9,1.0,1.0,2020-01-02,420,Aqua,MODIS,98,6.0NRT,316.4,54.0,D
-18.459,145.26,369.2,1.4,1.2,2020-01-02,420,Aqua,MODIS,94,6.0NRT,311.8,163.1,D
-18.382,145.329,348.6,1.5,1.2,2020-01-02,420,Aqua,MODIS,92,6.0NRT,311.0,66.5,D
-18.371,145.327,352.5,1.5,1.2,2020-01-02,420,Aqua,MODIS,95,6.0NRT,310.3,80.7,D
-18.537,143.824,363.3,1.2,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,305.3,96.6,D
-18.54,143.802,353.4,1.2,1.1,2020-01-02,420,Aqua,MODIS,95,6.0NRT,313.6,59.2,D
-18.542,143.791,370.9,1.2,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,317.8,124.0,D
-18.527,143.822,356.8,1.2,1.1,2020-01-02,420,Aqua,MODIS,94,6.0NRT,306.8,74.7,D
-18.529,143.811,374.5,1.2,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,308.9,144.1,D
-18.532,143.789,360.4,1.2,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,304.0,88.5,D
-18.526,143.816,371.2,1.2,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,308.4,129.7,D
-18.315,144.814,359.8,1.4,1.2,2020-01-02,420,Aqua,MODIS,99,6.0NRT,313.2,106.3,D
-18.301,144.838,350.7,1.4,1.2,2020-01-02,420,Aqua,MODIS,93,6.0NRT,306.6,71.6,D
-18.305,144.812,395.8,1.4,1.2,2020-01-02,420,Aqua,MODIS,100,6.0NRT,313.8,334.5,D
-18.293,144.823,378.6,1.4,1.2,2020-01-02,420,Aqua,MODIS,100,6.0NRT,304.7,206.3,D
-18.295,144.81,378.7,1.4,1.2,2020-01-02,420,Aqua,MODIS,100,6.0NRT,301.5,209.3,D
-18.297,144.798,349.7,1.4,1.2,2020-01-02,420,Aqua,MODIS,92,6.0NRT,294.5,76.8,D
-18.528,142.639,370.2,1.1,1.0,2020-01-02,420,Aqua,MODIS,100,6.0NRT,315.8,103.8,D
-18.52,142.652,352.7,1.1,1.0,2020-01-02,420,Aqua,MODIS,94,6.0NRT,312.1,50.8,D
-18.521,142.642,361.3,1.1,1.0,2020-01-02,420,Aqua,MODIS,100,6.0NRT,315.9,75.9,D
-18.142,144.176,353.3,1.2,1.1,2020-01-02,420,Aqua,MODIS,95,6.0NRT,317.9,60.8,D
-18.176,142.969,365.8,1.1,1.0,2020-01-02,420,Aqua,MODIS,100,6.0NRT,319.8,90.7,D
-17.684,144.856,363.6,1.4,1.2,2020-01-02,420,Aqua,MODIS,100,6.0NRT,320.8,115.8,D
-17.9,143.373,368.2,1.1,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,318.5,102.6,D
-17.902,143.362,362.5,1.1,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,319.0,81.9,D
-17.889,143.382,366.5,1.1,1.1,2020-01-02,420,Aqua,MODIS,94,6.0NRT,312.7,99.5,D
-17.891,143.371,358.7,1.1,1.1,2020-01-02,420,Aqua,MODIS,99,6.0NRT,314.1,71.3,D
-17.422,145.195,371.6,1.5,1.2,2020-01-02,420,Aqua,MODIS,100,6.0NRT,310.3,189.0,D
-17.385,145.217,353.2,1.5,1.2,2020-01-02,420,Aqua,MODIS,95,6.0NRT,307.5,90.8,D
-17.387,145.203,354.9,1.5,1.2,2020-01-02,420,Aqua,MODIS,96,6.0NRT,306.5,100.4,D
-17.376,145.201,351.7,1.5,1.2,2020-01-02,420,Aqua,MODIS,94,6.0NRT,308.4,90.9,D
-17.383,145.211,348.5,1.5,1.2,2020-01-02,420,Aqua,MODIS,92,6.0NRT,306.5,76.4,D
-17.386,145.197,348.1,1.5,1.2,2020-01-02,420,Aqua,MODIS,91,6.0NRT,306.7,78.1,D
-17.05,144.658,354.1,1.4,1.2,2020-01-02,420,Aqua,MODIS,96,6.0NRT,310.9,83.4,D
-16.179,144.772,348.6,1.5,1.2,2020-01-02,420,Aqua,MODIS,92,6.0NRT,309.8,72.7,D
-16.031,145.114,358.2,1.5,1.2,2020-01-02,420,Aqua,MODIS,99,6.0NRT,303.4,131.1,D
-16.285,142.501,346.8,1.1,1.0,2020-01-02,420,Aqua,MODIS,90,6.0NRT,309.9,40.1,D
-16.038,142.368,356.6,1.1,1.0,2020-01-02,420,Aqua,MODIS,97,6.0NRT,307.5,60.4,D
-16.029,142.367,349.6,1.1,1.0,2020-01-02,420,Aqua,MODIS,92,6.0NRT,311.2,41.3,D
-16.617,137.992,348.3,1.2,1.1,2020-01-02,420,Aqua,MODIS,90,6.0NRT,305.3,50.0,D
-16.607,137.99,371.0,1.2,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,308.2,126.7,D
-16.605,137.996,351.8,1.2,1.1,2020-01-02,420,Aqua,MODIS,94,6.0NRT,306.9,59.2,D
-15.597,143.506,350.9,1.2,1.1,2020-01-02,420,Aqua,MODIS,94,6.0NRT,307.3,67.0,D
-14.749,143.557,362.7,1.3,1.1,2020-01-02,420,Aqua,MODIS,100,6.0NRT,307.3,106.9,D
-14.537,143.871,363.2,1.4,1.2,2020-01-02,420,Aqua,MODIS,100,6.0NRT,306.4,122.6,D
-33.215,123.714,347.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,91,6.0NRT,319.4,40.5,D
-33.2,123.738,351.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,95,6.0NRT,317.1,53.9,D
-33.203,123.725,442.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,331.2,829.4,D
-33.205,123.711,428.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,337.9,621.9,D
-33.207,123.698,389.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,330.2,232.1,D
-33.21,123.685,365.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,325.3,103.0,D
-33.183,123.776,356.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,97,6.0NRT,320.2,71.3,D
-33.19,123.736,444.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,326.0,863.5,D
-33.193,123.722,459.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1131.1,D
-33.195,123.709,389.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,328.2,232.8,D
-33.2,123.682,354.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,96,6.0NRT,320.5,59.4,D
-33.171,123.787,376.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,316.6,161.9,D
-33.173,123.774,407.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,328.8,390.9,D
-33.183,123.72,399.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,322.0,308.0,D
-33.185,123.706,353.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,96,6.0NRT,319.9,54.8,D
-33.161,123.785,416.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,320.9,486.0,D
-33.163,123.771,420.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,326.4,528.7,D
-33.151,123.782,381.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,311.9,192.7,D
-33.153,123.769,372.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,314.8,140.7,D
-33.141,123.779,390.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,324.1,252.9,D
-33.131,123.777,347.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,91,6.0NRT,317.8,48.2,D
-33.132,123.786,352.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,95,6.0NRT,316.4,66.8,D
-33.134,123.772,353.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,96,6.0NRT,321.2,66.9,D
-32.894,124.243,356.6,1.4,1.2,2020-01-02,555,Aqua,MODIS,97,6.0NRT,305.7,94.5,D
-32.897,124.228,347.6,1.3,1.2,2020-01-02,555,Aqua,MODIS,90,6.0NRT,307.1,62.1,D
-32.988,123.715,348.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,92,6.0NRT,299.3,50.7,D
-32.879,124.269,381.0,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,297.7,221.9,D
-32.881,124.254,468.4,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,324.2,1499.8,D
-32.884,124.24,484.1,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,339.4,1938.8,D
-32.886,124.226,446.4,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,331.9,1003.1,D
-32.889,124.211,400.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,320.5,364.3,D
-32.892,124.197,386.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,316.4,250.1,D
-32.894,124.183,366.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,315.4,131.4,D
-32.971,123.753,349.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,92,6.0NRT,291.7,65.5,D
-32.973,123.739,360.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,289.2,100.1,D
-32.976,123.726,364.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,293.0,113.3,D
-32.978,123.712,358.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,99,6.0NRT,301.6,82.7,D
-32.868,124.266,412.0,1.4,1.2,2020-01-02,555,Aqua,MODIS,94,6.0NRT,288.8,495.2,D
-32.871,124.252,504.3,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2643.2,D
-32.874,124.237,504.5,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2641.4,D
-32.876,124.223,480.8,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1834.4,D
-32.879,124.209,433.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,777.6,D
-32.881,124.195,409.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,329.7,458.8,D
-32.884,124.18,418.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,330.8,555.7,D
-32.886,124.166,386.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,322.0,245.6,D
-32.961,123.75,356.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,97,6.0NRT,293.5,90.0,D
-32.963,123.737,374.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,290.3,161.4,D
-32.966,123.723,378.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,295.4,182.0,D
-32.968,123.71,373.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,304.2,145.5,D
-32.97,123.696,362.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,313.0,91.0,D
-32.973,123.683,347.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,91,6.0NRT,314.2,37.7,D
-32.861,124.249,505.3,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,342.4,2677.5,D
-32.863,124.235,505.3,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2671.2,D
-32.866,124.22,469.8,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1530.4,D
-32.868,124.206,429.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,341.5,709.3,D
-32.871,124.192,402.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,329.8,387.8,D
-32.874,124.178,391.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,326.6,284.4,D
-32.876,124.163,382.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,321.9,221.9,D
-32.879,124.149,368.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,318.9,140.2,D
-32.881,124.135,346.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,90,6.0NRT,314.9,54.4,D
-32.951,123.748,360.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,295.7,105.7,D
-32.953,123.734,387.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,294.2,243.3,D
-32.956,123.721,427.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,312.3,631.4,D
-32.958,123.707,478.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1586.7,D
-32.96,123.694,476.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1533.1,D
-32.963,123.68,447.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,906.2,D
-32.965,123.667,417.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,339.3,480.9,D
-32.967,123.654,385.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,329.7,202.7,D
-32.867,124.245,479.5,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1804.4,D
-32.869,124.231,479.7,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1805.9,D
-32.874,124.202,403.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,337.6,396.7,D
-32.877,124.188,383.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,327.1,230.0,D
-32.879,124.174,379.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,326.2,203.9,D
-32.882,124.159,372.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,321.2,159.9,D
-32.884,124.145,351.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,94,6.0NRT,315.9,70.9,D
-32.954,123.743,366.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,294.2,126.9,D
-32.956,123.73,380.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,293.7,199.1,D
-32.959,123.716,410.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,308.8,424.9,D
-32.961,123.703,444.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,335.7,880.4,D
-32.963,123.689,437.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,91,6.0NRT,400.1,746.0,D
-32.966,123.676,406.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,335.2,367.1,D
-32.968,123.662,379.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,329.8,168.3,D
-32.97,123.649,353.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,95,6.0NRT,322.7,50.6,D
-32.856,124.243,505.0,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2661.6,D
-32.859,124.228,504.9,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2653.3,D
-32.861,124.214,464.1,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1382.3,D
-32.864,124.2,420.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,338.7,588.1,D
-32.866,124.185,399.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,330.7,360.9,D
-32.869,124.171,387.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,325.4,258.1,D
-32.871,124.157,380.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,321.7,204.2,D
-32.874,124.143,360.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,318.4,102.8,D
-32.876,124.128,348.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,91,6.0NRT,315.7,57.9,D
-32.942,123.754,350.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,93,6.0NRT,296.3,67.9,D
-32.944,123.741,410.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,300.9,431.8,D
-32.946,123.727,464.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,319.7,1275.0,D
-32.949,123.714,496.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2148.0,D
-32.951,123.7,482.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1698.3,D
-32.953,123.687,482.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1705.8,D
-32.956,123.673,431.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,98,6.0NRT,400.1,663.2,D
-32.958,123.66,399.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,333.3,303.7,D
-32.96,123.646,383.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,329.1,188.7,D
-32.846,124.24,504.6,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,334.8,2645.1,D
-32.849,124.226,505.4,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2669.0,D
-32.851,124.211,489.6,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2102.1,D
-32.856,124.183,404.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,333.8,406.1,D
-32.859,124.168,390.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,326.7,276.2,D
-32.861,124.154,383.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,323.5,229.2,D
-32.864,124.14,366.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,321.1,128.0,D
-32.866,124.126,355.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,96,6.0NRT,318.4,82.4,D
-32.932,123.752,362.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,297.4,110.4,D
-32.934,123.738,468.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,312.0,1373.6,D
-32.936,123.725,480.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,328.0,1673.5,D
-32.939,123.711,477.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,335.7,1574.6,D
-32.941,123.698,476.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1551.1,D
-32.943,123.684,457.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1101.7,D
-32.946,123.671,407.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,334.8,379.8,D
-32.948,123.657,371.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,323.4,127.4,D
-32.95,123.644,362.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,323.0,79.7,D
-32.836,124.237,473.1,1.4,1.2,2020-01-02,555,Aqua,MODIS,94,6.0NRT,306.5,1616.5,D
-32.838,124.223,504.5,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2635.4,D
-32.841,124.209,504.1,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2610.9,D
-32.843,124.194,459.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1259.0,D
-32.846,124.18,419.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,338.0,570.7,D
-32.848,124.166,397.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,331.7,336.2,D
-32.851,124.152,386.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,328.0,245.0,D
-32.853,124.137,368.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,322.9,139.5,D
-32.856,124.123,355.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,96,6.0NRT,319.2,82.2,D
-32.924,123.736,368.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,298.1,134.0,D
-32.926,123.722,394.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,301.1,293.5,D
-32.929,123.709,422.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,310.3,571.7,D
-32.931,123.695,432.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,320.9,693.3,D
-32.933,123.682,408.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,322.0,398.5,D
-32.825,124.235,409.3,1.4,1.2,2020-01-02,555,Aqua,MODIS,94,6.0NRT,297.2,451.3,D
-32.828,124.22,504.3,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2623.5,D
-32.83,124.206,505.6,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2667.6,D
-32.833,124.192,478.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1758.5,D
-32.836,124.178,435.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,341.5,798.8,D
-32.838,124.163,407.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,335.0,433.3,D
-32.841,124.149,391.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,330.9,288.4,D
-32.843,124.135,370.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,324.2,151.6,D
-32.846,124.121,355.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,97,6.0NRT,320.1,85.3,D
-32.848,124.106,352.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,95,6.0NRT,318.3,74.4,D
-32.93,123.639,359.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,99,6.0NRT,319.6,77.7,D
-32.815,124.232,380.6,1.4,1.2,2020-01-02,555,Aqua,MODIS,94,6.0NRT,297.9,205.0,D
-32.818,124.218,452.1,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,314.3,1113.0,D
-32.82,124.203,505.3,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2654.6,D
-32.823,124.189,504.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2621.0,D
-32.825,124.175,459.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1259.9,D
-32.828,124.161,416.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,338.9,529.5,D
-32.83,124.146,395.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,330.7,320.6,D
-32.833,124.132,371.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,324.1,154.9,D
-32.835,124.118,363.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,321.5,116.2,D
-32.838,124.104,355.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,96,6.0NRT,319.1,84.5,D
-32.918,123.65,376.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,319.0,159.9,D
-32.92,123.636,401.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,324.2,331.2,D
-32.923,123.623,414.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,331.3,442.7,D
-32.925,123.61,366.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,320.9,99.9,D
-32.927,123.596,362.3,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,322.7,83.3,D
-32.805,124.23,358.8,1.4,1.2,2020-01-02,555,Aqua,MODIS,99,6.0NRT,301.5,89.9,D
-32.807,124.215,389.5,1.4,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,303.9,267.8,D
-32.81,124.201,504.8,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2636.9,D
-32.812,124.187,506.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2711.2,D
-32.815,124.172,494.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2262.8,D
-32.818,124.158,433.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,769.2,D
-32.82,124.144,401.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,333.0,366.6,D
-32.823,124.13,378.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,326.5,197.2,D
-32.825,124.115,353.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,95,6.0NRT,316.9,76.6,D
-32.828,124.101,350.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,93,6.0NRT,316.7,68.1,D
-32.901,123.688,383.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,306.1,208.0,D
-32.903,123.674,418.7,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,318.8,513.1,D
-32.906,123.661,363.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,311.9,102.2,D
-32.908,123.647,449.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,325.0,961.6,D
-32.91,123.634,489.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1868.3,D
-32.913,123.621,457.2,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1088.0,D
-32.915,123.607,384.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,322.6,196.2,D
-32.917,123.594,357.0,1.3,1.1,2020-01-02,555,Aqua,MODIS,98,6.0NRT,321.0,65.5,D
-33.145,122.241,358.2,1.1,1.0,2020-01-02,555,Aqua,MODIS,99,6.0NRT,307.5,76.1,D
-33.147,122.23,357.4,1.1,1.0,2020-01-02,555,Aqua,MODIS,98,6.0NRT,307.6,73.0,D
-32.797,124.213,358.0,1.4,1.2,2020-01-02,555,Aqua,MODIS,98,6.0NRT,306.9,87.4,D
-32.8,124.198,408.5,1.3,1.2,2020-01-02,555,Aqua,MODIS,100,6.0NRT,309.7,440.1,D
-32.802,124.184,504.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2603.3,D
-32.805,124.17,505.5,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,2651.7,D
-32.807,124.155,463.8,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,400.1,1361.1,D
-32.81,124.141,415.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,340.1,523.8,D
-32.812,124.127,384.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,327.7,233.1,D
-32.817,124.099,348.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,91,6.0NRT,315.3,61.2,D
-32.891,123.685,360.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,306.2,97.1,D
-32.893,123.672,410.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,317.0,427.5,D
-32.896,123.658,392.4,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,317.4,266.8,D
